gender,loan_type,loan_purpose,credit_worthiness,loan_amount,term,property_value,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,ltv,region,status,dtir1
Male,type1,p3,l1,306500,360.0,728000.0,pr,home,1U,2940.0,CRIF,505,CIB,45-54,42.10164835,North,0,41.0
Joint,type1,p3,l1,376500,360.0,778000.0,pr,home,1U,11400.0,EXP,631,EXP,55-64,48.3933162,central,0,34.0
Joint,type1,p3,l1,216500,360.0,278000.0,pr,home,1U,6420.0,CIB,593,EXP,45-54,77.87769784,North,0,34.0
Sex Not Available,type1,p3,l1,216500,360.0,268000.0,pr,home,1U,2100.0,EXP,899,CIB,>74,80.78358209,south,0,43.0
Female,type1,p4,l1,396500,360.0,498000.0,pr,home,1U,5040.0,CIB,836,CIB,55-64,79.6184739,North,0,44.0
Sex Not Available,type2,p3,l1,176500,360.0,208000.0,pr,home,1U,2940.0,CRIF,862,EXP,>74,84.85576923,south,0,41.0
Joint,type1,p1,l1,506500,360.0,568000.0,pr,home,1U,10260.0,EXP,568,EXP,35-44,89.17253521,North,0,30.0
Male,type1,p4,l1,366500,360.0,488000.0,pr,home,1U,8340.0,CIB,634,CIB,45-54,75.10245902,North,0,47.0
Sex Not Available,type2,p3,l1,306500,360.0,388000.0,pr,home,1U,4260.0,CIB,891,CIB,25-34,78.99484536,south,0,59.0
Sex Not Available,type1,p1,l1,506500,360.0,628000.0,pr,home,1U,8640.0,EXP,764,EXP,35-44,80.65286624,south,0,38.0
Joint,type3,p3,l1,296500,360.0,378000.0,pr,home,1U,5040.0,EXP,612,EXP,55-64,78.43915344,North,0,43.0
Sex Not Available,type1,p3,l2,156500,360.0,238000.0,pr,home,1U,5700.0,CIB,734,CIB,55-64,65.75630252,south,0,27.0
Male,type1,p3,l1,576500,360.0,768000.0,pr,home,1U,11280.0,EXP,632,EXP,25-34,75.06510417,North,0,27.0
Joint,type1,p4,l1,256500,360.0,488000.0,pr,home,1U,3780.0,CIB,777,EXP,>74,52.56147541,North,0,40.0
Sex Not Available,type1,p3,l1,146500,360.0,178000.0,pr,home,1U,2160.0,CIB,865,CIB,55-64,82.30337079,south,0,33.0
Male,type2,p3,l1,186500,360.0,218000.0,pr,home,1U,3180.0,CIB,568,CIB,35-44,85.55045872,south,0,44.0
Sex Not Available,type1,p3,l1,246500,360.0,348000.0,pr,home,1U,4080.0,CIB,889,CIB,55-64,70.83333333,south,0,25.0
Male,type1,p4,l1,676500,360.0,858000.0,pr,home,1U,13560.0,CRIF,840,CIB,55-64,78.84615385,central,0,33.0
Joint,type1,p3,l1,416500,360.0,658000.0,pr,home,1U,6360.0,EXP,524,EXP,45-54,63.29787234,North,0,39.0
Male,type3,p4,l1,276500,360.0,288000.0,pr,home,1U,5760.0,CRIF,655,CIB,>74,96.00694444,North-East,0,39.0
Male,type1,p3,l1,206500,360.0,288000.0,pr,home,1U,5460.0,CRIF,895,EXP,45-54,71.70138889,south,0,30.0
Sex Not Available,type1,p3,l1,416500,360.0,758000.0,pr,home,1U,5760.0,CIB,742,CIB,55-64,54.94722955,south,0,38.0
Male,type1,p4,l1,416500,360.0,608000.0,pr,home,1U,5880.0,CIB,691,CIB,45-54,68.50328947,North,0,40.0
Female,type1,p3,l1,146500,360.0,358000.0,pr,home,1U,2280.0,CIB,697,EXP,65-74,40.92178771,North,0,42.0
Joint,type3,p3,l1,456500,360.0,858000.0,pr,home,1U,9900.0,CIB,626,EXP,45-54,53.20512821,North,0,28.0
Joint,type3,p3,l1,326500,360.0,388000.0,pr,home,1U,5280.0,EXP,601,EXP,65-74,84.14948454,North,0,46.0
Joint,type2,p1,l1,206500,360.0,218000.0,pr,home,1U,3060.0,CRIF,604,EXP,65-74,94.72477064,North,0,58.0
Sex Not Available,type1,p3,l1,136500,360.0,208000.0,pr,home,1U,2400.0,CIB,703,EXP,65-74,65.625,south,0,37.0
Sex Not Available,type1,p3,l1,286500,360.0,488000.0,pr,home,1U,3660.0,CIB,882,CIB,55-64,58.70901639,south,0,43.0
Female,type2,p1,l1,216500,360.0,218000.0,pr,home,1U,3960.0,EXP,722,EXP,55-64,99.31192661,central,0,37.0
Joint,type1,p1,l1,476500,360.0,638000.0,ir,home,1U,7980.0,CIB,751,EXP,55-64,74.68652038,south,0,39.0
Female,type1,p3,l1,206500,360.0,428000.0,pr,home,1U,3180.0,EXP,598,CIB,45-54,48.24766355,south,0,31.0
Joint,type1,p4,l1,336500,360.0,578000.0,pr,home,1U,3840.0,CIB,781,EXP,65-74,58.21799308,North,0,43.0
Male,type1,p4,l1,556500,360.0,598000.0,pr,home,1U,6600.0,CIB,812,EXP,25-34,93.06020067,North,0,45.0
Joint,type1,p3,l2,466500,360.0,608000.0,pr,home,1U,8040.0,EXP,701,EXP,65-74,76.72697368,North-East,0,34.0
Female,type1,p3,l2,156500,360.0,228000.0,pr,home,1U,2580.0,EXP,712,CIB,25-34,68.64035088,North,0,32.0
Female,type1,p3,l1,446500,360.0,828000.0,pr,home,1U,6600.0,CIB,604,CIB,55-64,53.92512077,North,0,38.0
Joint,type1,p1,l1,486500,360.0,578000.0,pr,home,1U,13680.0,CRIF,640,EXP,25-34,84.16955017,North,0,38.0
Sex Not Available,type2,p4,l1,356500,360.0,408000.0,pr,home,1U,5760.0,EXP,739,EXP,45-54,87.37745098,south,0,39.0
Joint,type2,p4,l1,526500,360.0,608000.0,pr,home,1U,5760.0,CRIF,822,EXP,55-64,86.59539474,North,0,39.0
Sex Not Available,type1,p1,l1,186500,360.0,198000.0,pr,home,1U,2580.0,CRIF,671,CIB,25-34,94.19191919,south,0,48.0
Joint,type1,p4,l1,206500,360.0,228000.0,pr,home,1U,10140.0,EXP,872,EXP,55-64,90.57017544,North,0,22.0
Male,type2,p3,l1,356500,360.0,438000.0,pr,home,1U,8100.0,EXP,842,CIB,45-54,81.39269406,south,0,40.0
Male,type1,p4,l2,676500,360.0,768000.0,pr,home,1U,11640.0,EXP,793,EXP,25-34,88.0859375,North,0,33.0
Male,type3,p4,l1,166500,360.0,188000.0,pr,home,1U,5760.0,EXP,644,CIB,65-74,88.56382979,North,0,39.0
Joint,type1,p4,l1,556500,360.0,808000.0,pr,home,1U,9900.0,CIB,559,EXP,45-54,68.87376238,North,0,36.0
Sex Not Available,type2,p3,l1,106500,360.0,128000.0,pr,home,1U,3120.0,CIB,816,CIB,25-34,83.203125,south,0,48.0
Sex Not Available,type1,p4,l1,416500,360.0,448000.0,pr,home,1U,8280.0,EXP,549,CIB,35-44,92.96875,south,0,43.0
Female,type1,p1,l1,256500,360.0,268000.0,pr,home,1U,3060.0,EXP,780,CIB,35-44,95.70895522,North,0,44.0
Sex Not Available,type1,p3,l1,226500,360.0,278000.0,pr,home,1U,3960.0,CRIF,627,CIB,45-54,81.47482014,south,0,45.0
Female,type2,p3,l1,146500,360.0,178000.0,pr,home,1U,3300.0,CRIF,690,CIB,65-74,82.30337079,North,0,41.0
Joint,type1,p1,l1,326500,360.0,508000.0,pr,home,1U,9540.0,CRIF,772,EXP,25-34,64.27165354,south,0,28.0
Joint,type1,p1,l1,276500,360.0,318000.0,pr,home,1U,4080.0,CIB,548,EXP,35-44,86.94968553,North,0,44.0
Male,type1,p1,l1,336500,360.0,428000.0,ir,home,1U,6420.0,EXP,763,CIB,25-34,78.62149533,North,0,45.0
Joint,type1,p4,l1,366500,360.0,618000.0,pr,home,1U,5940.0,CIB,823,EXP,55-64,59.30420712,North-East,0,36.0
Sex Not Available,type3,p4,l1,346500,360.0,358000.0,pr,home,1U,5760.0,EXP,784,EXP,65-74,96.7877095,south,0,39.0
Joint,type2,p4,l1,476500,360.0,568000.0,pr,home,1U,5760.0,EXP,555,EXP,35-44,83.89084507,south,0,39.0
Female,type1,p3,l1,226500,360.0,278000.0,pr,home,1U,4020.0,CRIF,742,CIB,45-54,81.47482014,North,0,42.0
Female,type1,p1,l1,386500,360.0,438000.0,pr,home,1U,6300.0,CIB,867,CIB,25-34,88.24200913,North,0,37.0
Sex Not Available,type3,p4,l1,376500,360.0,468000.0,pr,home,1U,5760.0,CIB,870,EXP,>74,80.44871795,south,0,39.0
Male,type1,p3,l1,486500,360.0,578000.0,pr,home,1U,8280.0,CIB,578,CIB,45-54,84.16955017,North,0,39.0
Male,type1,p3,l1,236500,360.0,308000.0,pr,home,1U,3480.0,CIB,629,CIB,55-64,76.78571429,North,0,36.0
Male,type1,p4,l1,316500,360.0,648000.0,pr,home,1U,5160.0,CIB,790,CIB,65-74,48.84259259,south,0,45.0
Joint,type1,p1,l1,426500,360.0,538000.0,pr,home,1U,11340.0,CRIF,823,EXP,55-64,79.27509294,North,0,31.0
Joint,type1,p1,l1,416500,360.0,438000.0,pr,home,1U,8100.0,CIB,783,EXP,25-34,95.0913242,North,0,40.0
Male,type1,p4,l1,276500,360.0,528000.0,ir,home,1U,4320.0,CRIF,709,CIB,45-54,52.36742424,south,0,41.0
Joint,type1,p3,l1,386500,360.0,558000.0,pr,home,1U,6600.0,CIB,660,EXP,>74,69.26523297,North,0,33.0
Male,type1,p4,l1,486500,360.0,708000.0,pr,home,1U,6000.0,EXP,605,CIB,45-54,68.71468927,North,0,37.0
Male,type1,p4,l1,416500,360.0,528000.0,pr,home,1U,6780.0,CRIF,816,CIB,35-44,78.88257576,North,0,39.0
Joint,type3,p4,l1,166500,360.0,188000.0,pr,home,1U,5760.0,EXP,811,EXP,65-74,88.56382979,North,0,39.0
Joint,type1,p4,l1,396500,360.0,528000.0,ir,home,1U,7980.0,CIB,706,EXP,35-44,75.09469697,south,0,48.0
Joint,type1,p3,l1,396500,360.0,998000.0,pr,home,1U,5160.0,CRIF,874,EXP,55-64,39.72945892,south,0,43.0
Sex Not Available,type1,p4,l1,306500,360.0,388000.0,pr,home,1U,3240.0,EXP,867,EXP,25-34,78.99484536,south,0,46.0
Joint,type1,p3,l1,386500,360.0,758000.0,pr,home,1U,6240.0,CIB,763,EXP,45-54,50.98944591,North,0,38.0
Male,type1,p4,l1,406500,360.0,718000.0,pr,home,1U,7380.0,CRIF,771,CIB,35-44,56.61559889,south,0,43.0
Sex Not Available,type1,p1,l1,516500,360.0,638000.0,pr,home,1U,8700.0,CRIF,578,EXP,55-64,80.95611285,south,0,43.0
Male,type1,p4,l1,476500,360.0,558000.0,pr,home,1U,8160.0,EXP,630,CIB,25-34,85.39426523,North,0,36.0
Sex Not Available,type1,p3,l1,706500,360.0,968000.0,pr,home,1U,11100.0,EXP,694,EXP,25-34,72.98553719,south,0,38.0
Male,type2,p4,l1,506500,360.0,658000.0,pr,home,1U,5760.0,EXP,864,EXP,45-54,76.97568389,south,0,39.0
Female,type2,p4,l1,316500,360.0,318000.0,pr,home,1U,4800.0,EXP,615,CIB,25-34,99.52830189,North,0,35.0
Male,type1,p1,l1,296500,360.0,408000.0,pr,home,1U,3840.0,CRIF,783,CIB,45-54,72.67156863,North,0,42.0
Joint,type2,p4,l1,496500,360.0,518000.0,pr,home,1U,5760.0,CRIF,506,EXP,25-34,95.84942085,south,0,39.0
Sex Not Available,type3,p4,l1,236500,360.0,268000.0,pr,home,1U,5760.0,EXP,777,CIB,>74,88.24626866,south,0,39.0
Female,type1,p3,l1,166500,360.0,288000.0,pr,home,1U,2220.0,EXP,566,CIB,65-74,57.8125,North,0,38.0
Joint,type3,p3,l1,256500,360.0,268000.0,pr,home,1U,6240.0,CRIF,664,EXP,55-64,95.70895522,North,0,40.0
Female,type1,p4,l1,256500,360.0,288000.0,pr,home,1U,2520.0,EXP,881,CIB,25-34,89.0625,North,0,47.0
Female,type1,p3,l1,266500,360.0,378000.0,pr,home,1U,4020.0,CRIF,795,CIB,55-64,70.5026455,central,0,36.0
Joint,type1,p4,l1,406500,360.0,478000.0,pr,home,1U,7980.0,CRIF,883,EXP,35-44,85.041841,North-East,0,25.0
Female,type1,p4,l1,646500,360.0,818000.0,pr,home,1U,8220.0,CRIF,725,CIB,55-64,79.03422983,North,0,40.0
Male,type2,p4,l1,326500,360.0,348000.0,pr,home,1U,5760.0,CIB,642,CIB,55-64,93.82183908,North,0,39.0
Sex Not Available,type1,p3,l1,156500,360.0,358000.0,pr,home,1U,6540.0,CRIF,706,EXP,65-74,43.7150838,south,0,42.0
Sex Not Available,type1,p1,l1,276500,360.0,298000.0,pr,home,1U,9540.0,EXP,593,EXP,25-34,92.7852349,south,0,36.0
Male,type2,p3,l2,276500,360.0,328000.0,pr,home,1U,3000.0,CRIF,570,CIB,45-54,84.29878049,North-East,0,53.0
Male,type1,p1,l1,156500,360.0,158000.0,pr,home,1U,4740.0,EXP,747,CIB,35-44,99.05063291,North,0,44.0
Female,type1,p1,l1,636500,360.0,708000.0,pr,home,1U,7500.0,EXP,719,EXP,45-54,89.90112994,North,0,49.0
Female,type1,p4,l1,346500,360.0,528000.0,pr,home,1U,7860.0,CRIF,876,CIB,45-54,65.625,North,0,20.0
Sex Not Available,type1,p3,l1,186500,360.0,328000.0,pr,home,1U,2160.0,CIB,699,CIB,65-74,56.8597561,south,0,44.0
Female,type2,p3,l1,166500,360.0,248000.0,pr,home,1U,4260.0,CIB,588,CIB,55-64,67.13709677,central,0,45.0
Joint,type1,p4,l1,486500,360.0,518000.0,pr,home,1U,12000.0,CIB,516,EXP,25-34,93.91891892,North,0,36.0
Female,type1,p4,l1,486500,360.0,658000.0,pr,home,1U,9360.0,CRIF,779,EXP,35-44,73.93617021,south,0,29.0
Male,type1,p1,l1,256500,360.0,268000.0,pr,home,1U,3600.0,EXP,866,CIB,55-64,95.70895522,south,0,47.0
Male,type1,p4,l1,436500,360.0,808000.0,pr,home,1U,7200.0,EXP,703,CIB,35-44,54.02227723,North,0,23.0
Male,type1,p1,l1,176500,360.0,178000.0,pr,home,1U,3840.0,CRIF,890,CIB,25-34,99.15730337,North,0,24.0
Sex Not Available,type2,p4,l1,316500,360.0,338000.0,pr,home,1U,4080.0,CIB,719,CIB,35-44,93.63905325,south,0,39.0
Male,type1,p3,l1,646500,360.0,828000.0,pr,home,1U,6300.0,CIB,579,CIB,35-44,78.07971014,south,0,47.0
Sex Not Available,type3,p1,l1,116500,360.0,118000.0,pr,home,1U,1980.0,CRIF,614,CIB,25-34,98.72881356,south,0,38.0
Male,type1,p3,l1,246500,360.0,338000.0,pr,home,1U,4620.0,CRIF,604,CIB,55-64,72.92899408,North,0,37.0
Sex Not Available,type2,p4,l1,406500,360.0,408000.0,pr,home,1U,5760.0,EXP,799,EXP,25-34,99.63235294,south,0,39.0
Joint,type2,p3,l1,206500,360.0,328000.0,pr,home,1U,3060.0,EXP,702,EXP,65-74,62.95731707,North,0,30.0
Male,type1,p1,l1,256500,360.0,378000.0,pr,home,1U,3000.0,CIB,794,CIB,35-44,67.85714286,south,0,44.0
Joint,type3,p3,l1,456500,360.0,508000.0,pr,home,1U,4380.0,CRIF,724,EXP,65-74,89.86220472,North,0,50.0
Male,type1,p1,l1,206500,360.0,238000.0,pr,home,1U,4320.0,EXP,897,EXP,25-34,86.76470588,North,0,36.0
Male,type1,p3,l1,336500,360.0,418000.0,pr,home,1U,5640.0,EXP,575,CIB,35-44,80.50239234,North,0,39.0
Male,type1,p3,l1,376500,360.0,598000.0,pr,home,1U,12960.0,CRIF,664,CIB,>74,62.95986622,North,0,21.0
Joint,type1,p1,l1,726500,360.0,858000.0,pr,home,1U,11640.0,CRIF,525,EXP,25-34,84.67365967,south,0,48.0
Male,type1,p3,l1,166500,360.0,218000.0,sr,home,1U,6180.0,CRIF,529,CIB,55-64,76.37614679,North,0,21.0
Female,type2,p3,l1,206500,360.0,238000.0,pr,home,1U,2880.0,EXP,580,CIB,55-64,86.76470588,North,0,51.0
Male,type3,p1,l1,366500,360.0,358000.0,pr,home,1U,6960.0,CRIF,686,CIB,>74,102.3743017,North,0,40.0
Joint,type2,p1,l1,566500,360.0,578000.0,pr,home,1U,7680.0,CIB,754,EXP,25-34,98.01038062,North,0,52.0
Female,type1,p1,l1,306500,360.0,378000.0,pr,home,1U,3600.0,CIB,709,CIB,25-34,81.08465608,south,0,49.0
Male,type2,p4,l1,176500,360.0,218000.0,pr,home,1U,4980.0,CIB,549,CIB,45-54,80.96330275,North,0,25.0
Joint,type3,p1,l1,306500,360.0,298000.0,pr,home,1U,7080.0,CIB,606,EXP,>74,102.852349,central,0,37.0
Sex Not Available,type1,p1,l1,176500,360.0,188000.0,pr,home,1U,3180.0,CRIF,580,CIB,25-34,93.88297872,south,0,40.0
Joint,type1,p4,l1,586500,360.0,788000.0,pr,home,1U,9360.0,EXP,684,EXP,25-34,74.42893401,central,0,38.0
Female,type1,p3,l1,266500,360.0,398000.0,pr,home,1U,4020.0,CRIF,754,EXP,65-74,66.95979899,North,0,44.0
Male,type1,p4,l1,536500,360.0,578000.0,pr,home,1U,10320.0,CIB,513,EXP,35-44,92.8200692,south,0,35.0
Sex Not Available,type3,p3,l1,206500,360.0,208000.0,pr,home,1U,3600.0,EXP,696,CIB,55-64,99.27884615,south,0,41.0
Male,type1,p4,l1,616500,360.0,748000.0,pr,home,1U,7860.0,EXP,769,CIB,35-44,82.4197861,North,0,46.0
Sex Not Available,type1,p1,l1,286500,360.0,658000.0,sr,home,1U,6420.0,EXP,546,EXP,65-74,43.54103343,south,0,44.0
Male,type1,p3,l1,296500,360.0,558000.0,pr,home,1U,3900.0,CIB,750,EXP,45-54,53.13620072,North,0,44.0
Male,type1,p4,l1,456500,360.0,858000.0,pr,home,1U,7920.0,CIB,867,CIB,35-44,53.20512821,south,0,45.0
Joint,type1,p4,l1,596500,360.0,798000.0,pr,home,1U,10920.0,CIB,839,EXP,35-44,74.74937343,south,0,34.0
Joint,type3,p4,l1,276500,360.0,308000.0,pr,home,1U,5760.0,CIB,791,EXP,65-74,89.77272727,North,0,39.0
Male,type1,p3,l1,166500,360.0,358000.0,pr,home,1U,2400.0,CRIF,888,CIB,45-54,46.50837989,central,0,44.0
Joint,type1,p4,l1,516500,360.0,608000.0,pr,home,1U,8280.0,CRIF,860,EXP,35-44,84.95065789,North,0,30.0
Joint,type1,p1,l1,376500,360.0,398000.0,pr,home,1U,9960.0,CRIF,594,EXP,35-44,94.59798995,south,0,36.0
Female,type1,p4,l1,566500,360.0,808000.0,pr,home,1U,8520.0,CRIF,640,CIB,55-64,70.11138614,south,0,36.0
Female,type1,p3,l1,256500,360.0,598000.0,ir,home,1U,6720.0,CRIF,573,EXP,45-54,42.89297659,central,0,32.0
Joint,type1,p3,l1,306500,360.0,548000.0,pr,home,1U,3360.0,EXP,569,EXP,45-54,55.93065693,North-East,0,47.0
Sex Not Available,type1,p3,l1,226500,360.0,438000.0,pr,home,1U,6840.0,CIB,782,EXP,55-64,51.71232877,south,0,22.0
Joint,type3,p4,l1,276500,360.0,318000.0,pr,home,1U,5760.0,CRIF,752,EXP,>74,86.94968553,North,0,39.0
Joint,type1,p4,l1,546500,360.0,618000.0,pr,home,1U,6120.0,CRIF,780,EXP,45-54,88.43042071,south,0,49.0
Female,type1,p3,l2,346500,360.0,468000.0,pr,home,1U,4500.0,CIB,640,CIB,45-54,74.03846154,North,0,42.0
Sex Not Available,type1,p3,l1,486500,360.0,688000.0,pr,home,1U,7500.0,CIB,539,CIB,45-54,70.7122093,south,0,35.0
Joint,type1,p1,l1,396500,360.0,528000.0,pr,home,1U,11460.0,EXP,730,EXP,55-64,75.09469697,North,0,48.0
Male,type1,p3,l1,306500,360.0,468000.0,pr,home,1U,3600.0,EXP,876,CIB,55-64,65.49145299,North,0,48.0
Joint,type1,p1,l1,236500,360.0,258000.0,pr,home,1U,5400.0,CRIF,554,EXP,25-34,91.66666667,North,0,30.0
Male,type3,p3,l1,366500,360.0,438000.0,pr,home,1U,7140.0,CRIF,562,CIB,35-44,83.67579909,North,0,37.0
Sex Not Available,type3,p4,l1,596500,360.0,608000.0,pr,home,1U,5760.0,CRIF,709,EXP,35-44,98.10855263,south,0,39.0
Joint,type1,p4,l1,436500,360.0,808000.0,pr,home,1U,13320.0,CRIF,695,EXP,35-44,54.02227723,central,0,36.0
Joint,type1,p3,l1,676500,360.0,968000.0,pr,home,1U,10320.0,CIB,777,EXP,45-54,69.88636364,North,0,42.0
Sex Not Available,type1,p1,l1,416500,360.0,518000.0,pr,home,1U,10500.0,CRIF,735,CIB,45-54,80.40540541,south,0,36.0
Joint,type1,p4,l1,546500,360.0,688000.0,pr,home,1U,7260.0,CIB,508,EXP,55-64,79.43313953,North,0,43.0
Male,type1,p4,l1,576500,360.0,648000.0,pr,home,1U,7500.0,CRIF,720,CIB,35-44,88.96604938,North,0,47.0
Joint,type2,p4,l1,586500,360.0,598000.0,pr,home,2U,9060.0,CIB,587,EXP,35-44,98.07692308,central,0,58.0
Sex Not Available,type1,p4,l1,486500,360.0,688000.0,pr,home,1U,5820.0,CIB,603,CIB,55-64,70.7122093,North,0,43.0
Sex Not Available,type1,p3,l1,276500,360.0,468000.0,pr,home,1U,2580.0,EXP,714,CIB,55-64,59.08119658,south,0,49.0
Joint,type1,p4,l1,476500,360.0,518000.0,pr,home,1U,9720.0,CRIF,656,EXP,45-54,91.98841699,central,0,34.0
Female,type1,p3,l1,396500,360.0,538000.0,pr,home,1U,5100.0,CIB,805,CIB,35-44,73.69888476,North,0,42.0
Female,type1,p4,l1,246500,360.0,598000.0,pr,home,1U,3120.0,EXP,569,CIB,25-34,41.22073579,south,0,45.0
Joint,type1,p3,l1,206500,360.0,258000.0,pr,home,1U,5460.0,EXP,896,EXP,55-64,80.03875969,North,0,29.0
Female,type1,p3,l1,456500,360.0,758000.0,pr,home,1U,7560.0,CIB,705,CIB,45-54,60.22427441,North,0,31.0
Joint,type1,p3,l2,286500,360.0,338000.0,pr,home,1U,7680.0,EXP,639,EXP,55-64,84.76331361,North,0,23.0
Sex Not Available,type2,p3,l1,306500,360.0,368000.0,pr,home,1U,6720.0,CIB,506,EXP,45-54,83.28804348,south,0,36.0
Sex Not Available,type1,p3,l1,126500,360.0,228000.0,pr,home,1U,3840.0,CRIF,781,CIB,65-74,55.48245614,south,0,48.0
Male,type1,p1,l1,466500,360.0,618000.0,ir,home,1U,8700.0,EXP,747,CIB,45-54,75.48543689,south,0,45.0
Sex Not Available,type1,p3,l1,186500,360.0,268000.0,pr,home,1U,2520.0,CIB,634,CIB,55-64,69.58955224,south,0,49.0
Female,type1,p3,l1,426500,360.0,628000.0,pr,home,1U,6840.0,CRIF,814,CIB,55-64,67.91401274,North,0,40.0
Sex Not Available,type1,p3,l1,436500,360.0,638000.0,pr,home,1U,7740.0,CIB,866,EXP,45-54,68.4169279,south,0,43.0
Joint,type1,p4,l1,466500,360.0,808000.0,pr,home,1U,9900.0,CIB,826,EXP,45-54,57.73514851,south,0,21.0
Male,type1,p3,l1,306500,360.0,448000.0,pr,home,1U,6900.0,CRIF,655,CIB,45-54,68.41517857,North,0,29.0
Joint,type1,p4,l1,236500,360.0,378000.0,sr,home,1U,4260.0,CIB,796,EXP,45-54,62.56613757,south,0,49.0
Female,type1,p4,l1,386500,360.0,548000.0,pr,home,1U,7620.0,CRIF,564,CIB,55-64,70.52919708,south,0,47.0
Joint,type1,p4,l1,576500,360.0,758000.0,pr,home,1U,7320.0,CRIF,798,EXP,45-54,76.05540897,south,0,52.0
Sex Not Available,type1,p4,l1,556500,360.0,608000.0,pr,home,1U,7440.0,CRIF,690,EXP,65-74,91.52960526,south,0,45.0
Sex Not Available,type1,p3,l1,346500,360.0,508000.0,pr,home,1U,8100.0,CIB,693,EXP,55-64,68.20866142,south,0,30.0
Sex Not Available,type1,p1,l1,436500,360.0,468000.0,pr,home,1U,10920.0,CIB,652,EXP,55-64,93.26923077,south,0,37.0
Male,type1,p3,l1,606500,360.0,898000.0,pr,home,1U,12600.0,CRIF,795,CIB,45-54,67.5389755,North,0,35.0
Male,type1,p1,l1,116500,360.0,148000.0,ir,home,1U,6420.0,EXP,578,CIB,55-64,78.71621622,North,0,41.0
Female,type2,p1,l1,136500,360.0,138000.0,pr,home,1U,3900.0,CRIF,827,CIB,35-44,98.91304348,North,0,41.0
Male,type1,p3,l1,146500,360.0,178000.0,pr,home,1U,4200.0,CIB,749,CIB,35-44,82.30337079,North,0,37.0
Joint,type1,p1,l1,176500,360.0,228000.0,pr,home,1U,7200.0,EXP,818,EXP,45-54,77.4122807,south,0,19.0
Female,type1,p1,l1,406500,360.0,508000.0,pr,home,1U,3600.0,CIB,850,CIB,35-44,80.01968504,North,0,45.0
Male,type1,p4,l1,216500,360.0,438000.0,pr,home,1U,3000.0,CIB,851,CIB,35-44,49.42922374,central,0,48.0
Female,type1,p1,l1,456500,360.0,578000.0,pr,home,1U,6660.0,CRIF,842,CIB,65-74,78.97923875,North,0,40.0
Male,type2,p3,l1,216500,360.0,268000.0,pr,home,1U,4800.0,CRIF,631,CIB,35-44,80.78358209,North-East,0,21.0
Joint,type1,p1,l1,306500,360.0,388000.0,sr,home,1U,9240.0,EXP,698,EXP,45-54,78.99484536,North,0,37.0
Female,type1,p4,l2,186500,360.0,308000.0,ir,home,1U,3180.0,EXP,610,CIB,55-64,60.55194805,south,0,31.0
Joint,type1,p3,l1,436500,360.0,628000.0,pr,home,1U,4740.0,EXP,764,EXP,65-74,69.50636943,North,0,49.0
Joint,type3,p4,l1,436500,360.0,488000.0,pr,home,1U,5760.0,CIB,530,EXP,55-64,89.44672131,central,0,39.0
Joint,type3,p4,l1,346500,360.0,358000.0,pr,home,1U,5760.0,EXP,735,EXP,65-74,96.7877095,North,0,39.0
Joint,type2,p4,l1,406500,360.0,458000.0,pr,home,1U,5760.0,CRIF,576,EXP,35-44,88.75545852,North,0,39.0
Joint,type3,p3,l1,506500,360.0,538000.0,pr,home,1U,7140.0,CIB,513,EXP,55-64,94.14498141,south,0,45.0
Joint,type1,p3,l1,356500,360.0,548000.0,pr,home,1U,6480.0,CIB,763,EXP,45-54,65.05474453,North,0,34.0
Joint,type1,p4,l1,286500,360.0,368000.0,pr,home,1U,6720.0,EXP,851,EXP,55-64,77.85326087,south,0,23.0
Female,type1,p3,l1,96500,360.0,178000.0,pr,home,1U,1440.0,EXP,690,CIB,55-64,54.21348315,North,0,48.0
Female,type1,p3,l1,386500,360.0,728000.0,pr,home,1U,6660.0,CIB,874,CIB,55-64,53.09065934,central,0,36.0
Male,type3,p4,l1,156500,360.0,228000.0,pr,home,1U,5760.0,EXP,691,CIB,55-64,68.64035088,North,0,39.0
Female,type1,p3,l1,486500,360.0,908000.0,pr,home,1U,7200.0,CRIF,517,CIB,35-44,53.57929515,North,0,39.0
Joint,type1,p1,l1,176500,360.0,318000.0,pr,home,1U,2820.0,CIB,836,EXP,55-64,55.50314465,south,0,44.0
Joint,type1,p4,l1,276500,360.0,398000.0,pr,home,1U,4920.0,EXP,588,EXP,45-54,69.47236181,North,0,49.0
Male,type1,p1,l1,356500,360.0,378000.0,pr,home,1U,5640.0,CIB,544,CIB,25-34,94.31216931,south,0,42.0
Joint,type1,p4,l1,376500,360.0,658000.0,pr,home,1U,6540.0,CIB,668,EXP,45-54,57.21884498,North,0,40.0
Sex Not Available,type1,p4,l1,176500,360.0,198000.0,pr,home,1U,3300.0,EXP,661,CIB,45-54,89.14141414,south,0,47.0
Sex Not Available,type1,p4,l2,216500,360.0,268000.0,pr,home,1U,3660.0,EXP,627,CIB,65-74,80.78358209,south,0,35.0
Female,type2,p4,l1,166500,360.0,228000.0,pr,home,1U,5760.0,EXP,544,EXP,45-54,73.02631579,North,0,39.0
Joint,type1,p4,l1,666500,360.0,748000.0,pr,home,1U,11580.0,CIB,607,EXP,35-44,89.10427807,south,0,45.0
Sex Not Available,type1,p3,l1,146500,360.0,238000.0,pr,home,1U,3120.0,CIB,765,CIB,55-64,61.55462185,south,0,49.0
